NAME	ALTERNATIVENAMES	SHORTDESCRIPTION	DATEOFBIRTH	PLACEOFBIRTH	DATEOFDEATH	PLACEOFDEATH	LATITUDE	LONGITUDE
Campion, Thomas	Campian, Thomas	English composer, poet and physician	12 February 1567	London, Kingdom of England|England	1 March 1620	London, England	51.53223	-0.04905
Canaletto	 	Italian painter	17 or 18 October 1697	Venice	19 April 1768	Venice	45.25	13
Candiano, Pietro II	 	Doge of Venice	872	Unknown	939	Unknown	25.85106	88.24131
Canfield, Benet	Fitch, William	 	1562	Little Canfield	1610	Paris	42.5	1.58333
Canini, Giovanni Angelo	 	Italian painter	1617	Rome	1666	Rome	41.89474	12.4839
Cano, Gabriel	 	Royal Governor of Chile	1665-00-00	Mora, Spain|Mora, Spain	November 11, 1733	Santiago, Chile|Santiago, Chile	7.73333	-72.33333
Cantarini, Simone	 	Italian painter	12 April 1612	Pesaro	15 October 1648	Mantua	43.90357	12.89026
Canute Lavard	 	Danish prince	1096	Roskilde, Denmark	7 January 1131	forest of Haraldsted near Ringsted in Zeeland, Denmark.	55.62208	12.07767
Cao, Cao	 	Han Dynasty politician, warlord and vassal king	155	Bozhou, Anhui, China	220	Luoyang, Henan, China	27.37889	109.27778
Capillas, Francisco	 	Spanish Dominican friar, martyr and saint	August 15, 1607	Baquerín de Campos, Province of Palencia, Spain	January 15, 1648	Fu'an, Fujian, China	42.016	-4.78185
Caraboni, Raffaelloe	 	Italian writer	15 December 1456	Urbino, Italy	24 October 1875	Rome	43.72976	12.63555
Caracalla	Lucius Septimius Bassianus; Marcus Aurelius Antoninus	Roman emperor	4 April 188	Lugdunum, Gaul	8 April 217	near Harran	24.77804	88.5236
Caracciolo, Francis	 	Italian Catholic priest	October 13, 1563	Villa Santa Maria, Province of Chieti, Abruzzo|Region of Abruzzo, Kingdom of Naples (modern-day Italy)	June 4, 1608	Agnone, Province of Isernia, Molise|Region of Molise, Kingdom of Italy (medieval)|Kingdom of Italy	41.95243	14.35182
Caravaggio	Caravaggio, Michelangelo Merisi or Amerighi da	Painting	September 29, 1571	Milan	July 18, 1610	Porto Ercole, near Grosseto in Tuscany	42.12889	19.5875
Cardano, Gerolamo	Cardano, Girolamo; Cardan, Jerome; Cardanus, Hieronymus	Italy|Italian Renaissance mathematician, physician, astrologer and gambler	24 September 1501	Pavia	21 September 1576	Rome	10.8	122.51667
Cardinal-Infante Ferdinand	Fernando; Ferdinand von Österreich	Governor of the Habsburg Netherlands, Cardinal Infante, Archbishop of Toledo	16 May 1609 or24 May 1610.	Escorial near Madrid, Spain	9 November 1641	Bitola	17.1859	-89.01033
Cardoso, Manuel	 	Portuguese composer and organist	bapt. 11 December 1566	Fronteira District|Fronteira	24 November 1650	Lisbon	-24.9714	-48.2867
Carew, Thomas	 	England|English poet	1595	West Wickham, Kent, Kingdom of England|England	22 March 1640		51.36667	-0.01667
Carlevarijs, Luca	 	Italian painter	20 January 1663	Udine	12 February 1730	Venice	46.06102	13.23683
Carneades	 	Greek philosopher	214 BC	Cyrene, Libya|Cyrene	129 BC	Athens	-20.32504	28.41616
Caro, Annibale	 	Italian poet and Knight of Malta	June 6, 1507	Civitanova Marche, March of Ancona, Papal States	November 17, 1566	Rome, Papal States	43.30342	13.72038
Caroline Of Ansbach	Queen Caroline	Wife of King George II of Great Britain	1 March 1683	Ansbach, Germany	20 November 1737	St. James's Palace, London	49.3007	10.5692
Caron, Francois	 	French colonial governor	1600	Brussels	April 5, 1673	at sea, near Portugal	50.8348	4.33653
Caroto, Giovanni Francesco	 	Italian painter	1480	Verona	1555	Verona	-17.27816	31.07613
Caroubel, Pierre-Francisque	 	French violinist and composer	August 1549	Cremona	1611	Paris	-25.91141	24.40751
Carpenter, John	John Carpenter, Town Clerk of London	Town Clerk of London, Author of Liber Albus	1372	unknown &amp; bapt. Hereford Cathedral, Hereford, England	1442	London, Middlesex, England	-16.57218	31.13031
Carpentras	Genet, Elzéar; Geneti, Eliziari	French composer	1470	Carpentras	14 June 1548	Avignon	44.05	5.05
Carracci, Agostino	 	Italian painter	16 August 1557	Bologna	22 March 1602	Parma	44.50657	11.35041
Carracci, Annibale	 	Italian painter 	November 3, 1560	Bologna	July 15, 1609		44.50657	11.35041
Carracci, Antonio Marziale	 	Italian painter	1583	Venice, Italy	8 April 1618	Rome, Italy	45.25	13
Carracci, Ludovico	 	Italian painter	21 April 1555	Bologna	13 November 1619	Bologna 	44.50657	11.35041
Carreno De Miranda, Juan	 	Spanish artist	25 March 1614	Avilés, Spain	3 October 1685	Madrid, Spain	43.55473	-5.92483
Carte, Thomas	 	England|English historian	1686	Clifton upon Dunsmore near Rugby, Warwickshire|Rugby, Warwickshire, Kingdom of England|England	April 2, 1754		52.37092	-1.26417
Carter, Robert 01	 	American politician	1663	Corotoman|Corotoman Plantation, Lancaster County, Virginia	4 August 1732	Lancaster County, Virginia	42.5	1.58333
Cartwright, William	 	Dramatist and Clergyman	1 September 1611	Northway, Gloucestershire, England	29 November 1643	Oxford, England	-34.77609	138.71788
Carver, John	 	Mayflower passenger and New World colonist	1576	Nottinghamshire, England	1621	Massachusetts Bay Colony	53.16667	-1
Casa, Giovanni Della	 	Roman Catholic archbishop	28 June 1503	Florence or Borgo San Lorenzo	14 November 1556	Rome	42.5	1.48333
Casalanctius, Joseph	 	Spanish priest and founder of Piarists	September 11, 1557	Peralta de la Sal, Kingdom of Aragon, Crown of Aragon	August 25, 1648	Rome, Papal States	41.99242	0.3862
Cascia, Rita Of	 	Italian Augustinian nun	1381	itRoccaporena|Roccaporena, Province of Perugia|Perugia, Umbria, Italy	May 22, 1457	Cascia, Perugia, Umbria, Italy	43.09591	12.51322
Casimir, Margrave of Brandenburg-Bayreuth	Kasimir von Brandenburg-Kulmbach (German)	Margrave of Bayreuth	27 December 1481	Ansbach	21 September 1527	Buda	49.3007	10.5692
Caslon, William	 	English typographer and gunsmith	1692	Cradley, Worcestershire	January 23, 1766	London, England	52.8	-2
Cassian, John	 	Christian monk and theologian	360	Scythia Minor (now Dobruja, Bulgaria)	435	Marseille, France	42.56667	1.68333
Cassini, Giovanni Domenico	 	Astronomer, discovered Saturn moons and Great Red Spot of Jupiter	1625-6-8	Perinaldo	1712-09-14	Paris	43.86702	7.66954
Cassini, Jacques	 	French astronomer	18 February 1677	Paris Observatory	16 April 1756	Thury-en-Valois|Thury	42.5	1.48333
Castiglione	 	Italian painter	23 March 1609	Genoa	1664	Mantua	40.17438	-82.89748
Castiglione, Giuseppe	 	Italian Jesuit lay brother, missionary and painter 	July 19, 1688	Milan, Duchy of Milan	July 17, 1766	Beijing, China	42.12889	19.5875
Castile, Maria of	 	Queen consort of Aragon and Naples	14 September 1401	Segovia	7 September 1458	Valencia, Spain|Valencia	8.30732	-68.89893
Castro, Martim Afonso De	 	Portuguese colonial administrator	1560	Kingdom of Portugal	June 3, 1607	Malacca	42.5	1.48333
Catesby, Robert	 	English conspirator	1572	Warwickshire	8 November 1605	Holbeach House, Staffordshire, England	52.33333	-1.58333
Catherine I	Skavronska, Martha	Empress of Russia	15 April 1684	Ringen, Livonia	17 May 1727	Saint Petersburg, Russian Empire	56.68333	12.70833
Catherine Of Alexandria	 	Egyptian missionary	282	Alexandria, Egypt	305	Alexandria, Egypt	-33.65346	26.41268
Catherine Of Bologna	 	Italian cloistered nun	8 September 1413	Bologna, Italy	9 March 1462	Bologna, Italy	44.50657	11.35041
Catherine Of Siena	Benincasa, Catherine	Italian Dominican saint	March 25, 1347	Siena, Republic of Siena	April 29, 1380	Rome, Papal States	-34.89496	138.53334
Catherine of Sweden	Katarina Karlsdotter Vasa av Sverige (Swedish)	Foster-mother of Queen Christina of Sweden	10 November 1584	Nykoping	13 December 1638	Västerås	42.5	1.58333
Catherine, Infanta, Duchess of Braganza	Catarina, infanta de Portugal, duquesa de Bragança (Portuguese)	Claimant ot the Portuguese throne in 1580	18 January 1540	Lisbon	15 November 1614	Vila Viçosa	38.76529	-9.09518
Catilina, Lucius Sergius	Catiline	Politician	108 BC	Rome, Italy	62 BC	Pistoia|Pistoria, Italy	41.89474	12.4839
Cats, Jacob	 	Dutch poet and Grand Pensionary of Holland 	10 November 1577	The Hague	12 September 1660	The Hague	52.08019	4.32535
Cauchon, Pierre	 	French bishop, prosecutor of Joan of Arc	1371	Rheims	1442	Rouen	42.5	1.58333
Caulfeild, Thomas	 	British military officer, lieutenant governor and acting governor of Nova Scotia	1685	Ireland	1717	Annapolis Royal, Nova Scotia	55	-12.66667
Caus, Salomon de	 	French engineer	1576	Dieppe, France|Dieppe	1626		17.01667	-61.78333
Cavalieri, Emilio de'	 	Italians|Italian composer, Record producer|producer, organist, diplomat, choreographer and dancer	1550	Rome	March 11, 1602		41.89474	12.4839
Cavalli, Francesco	Caletti-Bruni, Pietro Francesco	Italian Baroque composer	14 February 1602	Crema, Lombardy, Italy	14 January 1676	Venice, Italy	-1.46286	-48.48148
Cave, William	 	English divine	30 December 1637	Pickwell in Leicestershire	4 August 1713	Windsor	42.5	1.48333
Cavendish, Margaret	Margaret Lucas	 	1623	Colchester, UK	15 December 1673		40.41605	-90.79085
Cavendish, Thomas	Candish, Thomas; the Navigator	Led the third expedition to circumnavigate the globe	19 September 1560	Trimley St. Martin near Ipswich, Suffolk, England|Ipswich, Suffolk, Kingdom of England|England	1592	at sea	45.9334	-74.91597
Cecil, Robert, 1st Earl Of Salisbury	 	English Earl	1 June 1563	City of London, Kingdom of England|England	24 May 1612	Marlborough, Wiltshire|Marlborough, Wiltshire&lt;br/&gt;Kingdom of England|England	51.51334	-0.08901
Cecil, William, 1st Baron Burghley	 	England|English wiktstatesman|statesman and chief advisor to Queen Elizbeth I of England	13 September 1520	Bourne, Lincolnshire	4 August 1598	Cecil House	52.76667	-0.38333
Cecilia of Sweden, Princess	Cäcilie Wasa (German); Cecilia Vasa (Swedish)	Margravine consort of Baden-Rodemachern	16 November 1540	Stockholm	27 January 1627	Brussels	59.652	17.93132
Celestine V	 	Pope Pope	1215	near Isernia, Kingdom of Sicily	19 May 1296	Ferentino, Papal States	42.5	1.48333
Cellach	 	Irish bishop	1080	Ireland	1129	Munster, Ireland	55	-12.66667
Cellini, Benvenuto	 	Italian artist	3 November 1500	Florence, Republic of Florence	13 February 1571	Florence, Grand Duchy of Tuscany	-21.87344	30.89136
Cenci, Beatrice	 	Italian noblewoman	6 February 1577	Rome	11 September 1599	Rome	41.89474	12.4839
Cerquozzi, Michelangelo	 	Italian painter	1602	Rome	1660		41.89474	12.4839
Ceruti, Giacomo	 	Italian painter	October 13, 1698	Milan	August 28, 1767		42.12889	19.5875
Cesi, Bartolomeo	 	Italian painter	1556	Bologna	1629	Bologna	44.50657	11.35041
Cespedes, Yoenis	 	Baseball player	October 10	Campechuela, Granma Province, Cuba	 		20.23417	-77.27889
Ceulen, Ludolph van	 	German-Dutch mathematician	28 January 1540	Hildesheim, Bishopric of Hildesheim, Holy Roman Empire	31 December 1610	Leiden, Dutch Republic	52.1531	9.95553
Chai Rong	Shizong of Later Zhou; Guo Rong	Later Zhou Dynasty emperor	27 October 921	Xingtai, Hebei, China	27 July 959	Kaifeng, Henan, China	32.12232	119.80932
Chaitanya Mahaprabhu	Gaura, Nimai	Indian saint	1486	Nabadwip, Nadia district|Nadia, West Bengal, India	1534	Puri, Odisha, India	23.4067	88.3686
Challoner, Richard	 	Roman Catholic bishop	29 September 1691	Lewes, Suffolk	January 12, 1781	Gloucester Street, off Queen Square, LondonMcCreath, Peter	 	Canadian politician
Chamberlaine, Nicholas	 	Anglican priest	1632	Whitnash, Warwickshire, England	14 July 1715	England	52.33333	-1.58333
Chambers, Ephraim	 	English writer and encyclopaedist	1680	Kendal	1740	London Borough of Islington| Islington	16.81129	-88.38206
Champaigne, Philippe De	 	A Flemish people|Flemish-born French people|French Baroque era painter	26 May 1602	Brussels, Southern Netherlands	12 August 1674	Paris, France	50.8348	4.33653
Champlain, Samuel De	 	Navigator, cartographer, draughtsman, soldier, explorer	August 13, 1574	Hiers-Brouage|Brouage, Saintonge|Province of Saintonge, France	December 25, 1635	Quebec City|Quebec, Canada, New France	45.84828	-1.07313
Champmeslé, Marie	 	French actress	18 February 1642	Rouen	15 May 1698		-35.78333	-56
Chanakya	 	Philosopher and teacher	370 BC	Birth place unknown, possibly one of these Kusumpur near Pataliputra, Taxila|Takshashila or South India	 	Pataliputra	42.56667	1.48333
Chancellor, Richard	 	English explorer and navigator	1521	Bristol	1556		51.33333	-4.5
Chantal, Jane Frances	 	French nun	28 January 1572	Dijon, Burgundy (region)|Burgundy, France	13 December 1641	Moulins, Allier|Moulins, France	7.73333	0.78333
Charlemagne	Carolus Magnus	King of the Franks	April 742/747	Liège (city)|Liège, Belgium	January 28, 814	Aachen, Germany	50.62515	5.56595
Charles 04 Of France	 	King of France	19 June 1294	Clermont, Oise, France	1 February 1328	Vincennes, France	49.37889	2.4125
Charles 05 Of France	 	King of France	21 January 1338	Vincennes, France	16 September 1380	Beauté-sur-Marne, France	38.62919	-87.55948
Charles 06 Of France	 	King of France	3 December 1368	Paris, France	21 October 1422	Paris, France	48.86694	2.78207
Charles 07 Of France	 	King of France	22 February 1403	Paris, France	22 July 1461	Mehun-sur-Yèvre, France	48.86694	2.78207
Charles 08 Of France	 	King of France	30 June 1470	Château d'Amboise, France	7 April 1498	Château d'Amboise, France	15.33712	44.2012
Charles 09 of France	 	King of France	27 June 1550	Saint-Germain-en-Laye, France	30 May 1574	Vincennes, France	48.9	2.08333
Charles 10 Of Sweden	 		8 November 1622	Nyköping Castle, Sweden	1660	Gothenburg, Sweden	13 February 1660	8 November 1622
Charles Alexander, Duke of Württemberg	Karl Alexander, Herzog von Württemberg (German)	Duke of Württemberg (1733-1737)	26 May 1684	Stuttgart	12 March 1737	Ludwigsburg	48.75573	9.19022
Charles I Louis, Elector Palatine	Kurfürst Karl I. Ludwig von der Pfalz	Elector Palatine from 1648 to 1680	22 December 1617	Heidelberg	28 August 1680	near Edingen-Neckarhausen|Edingen	-26.50476	28.35921
Charles I of Sicily	Charles of Anjou (alternate form)	King of Sicily	March 1226	Kingdom of France	7 January 1285	Foggia (now Italy)	42.5	1.48333
Charles I	Charles Stuart	King of Great Britain and Ireland	19 November 1600	Dunfermline, Scotland	30 January 1649	Palace of Whitehall|Whitehall, England	12.13795	-61.63063
Charles II of England, Ireland and Scotland	Charles Stuart	King of England, Ireland and Scotland	29 May 1630	St. James's Palace, London	6 February 1685	Whitehall Palace, London	51.53223	-0.04905
Charles II	 	King of Spain	6 November 1661	Royal Alcazar of Madrid|Royal Alcazar, Madrid, Spain	1 November 1700	Royal Alcazar, Madrid, Spain	40.46179	-3.56718
Charles II, Duke of Guelders	Karel van Gelre (Dutch)	Duke of Guelders and Count of Zutphen from 1492 to 1538	9 November 1467	Grave	30 June 1538	Arnhem	-20.08838	32.67454
Charles II, Elector Palatine	Kurfürst Karl II. von der Pfalz (German)	Elector Palatine from 1680 to 1685	31 March 1651	Heidelberg, Germany	26 May 1685	Heidelberg, Germany	-26.50476	28.35921
Charles II, Margrave of Baden-Durlach	Markgraf Karl II. von Baden-Durlach (German)	Ruler of Baden-Durlach 1553-1577	24 July 1529	Pforzheim	23 March 1577	Durlach	48.89154	8.7156
Charles III Philip, Elector Palatine	Karl III. Philipp von der Pfalz (German)	Elector Palatine, Duke of Jülich and Berg and Count Palatine of Neuburg (1716-1742)	4 November 1661	Neuburg an der Donau, Germany	31 December 1742	Mannheim, Germany	48.73218	11.18709
Charles III of Navarre	Charles the Noble	King of Navarre (1387–1425)	1361	Mantes-la-Jolie	8 September 1425	Palacio Real de Olite	48.98333	1.71667
Charles III of Savoy, Duke	Charles III de Savoie (French); Carlo II di Savoia (Italian)	Titular Duke of Savoy (1504-1553)	10 October 1486	Chazey-sur-Ain	17 August 1553	Vercelli	42.5	1.58333
Charles IV	Wenceslaus	Holy Roman Emperor (1355–1378)	14 May 1316	Prague	29 November 1378 aged 62	Prague	50.10083	14.26
Charles V, Holy Roman Emperor	Carlos V, Carlos I, Charles I of Spain, Charles Quint	Duke of Burgundy|Ruler of the Burgundian territories, King of Castile, King of Aragon, King of Naples, King of Sicily, Archduke of Austria, List of German monarchs|King of the Romans, or German King, and Holy Roman Emperor	24 February 1500	Ghent	21 September 1558	Yuste in Extremadura	54.15	-2.2
Charles VIII of Sweden	 		5 October 1409	Ekholmen Castle, Veckholm, Uppsala	1470	Stockholm Castle, Stockholm	5 October 1409	14 May 1470
Charles de Bourbon, Comte De Soissons	Charles, Count of Soissons	Lieutenant General of New France (1611-1612)	3 November 1566	Nogent-le-Rotrou	1 November 1612	Château de Blandy-les-Tours	48.31667	0.83333
Charles the Bold	Charles the Rash; Charles le Téméraire	 	10 November 1433	Dijon, Burgundy (region)|Burgundy	5 January 1477	Nancy, France|Nancy, Duchy of Lorraine|Lorraine	7.73333	0.78333
Charles, Duke of Lower Lorraine	Karl, Herzog von Niederlothringen (German)	Duke of Lower Lorraine (977-993)	953	Laon	993	Orléans	13.4945	121.8578
Charlotte Amalie of Hesse-Kassel	Charlotte Amalie von Hessen-Kassel (German)	Queen Consort of Denmark (1670-1699)	27 April 1650	Kassel	27 March 1714	Copenhagen	45.72359	-99.40734
Charlotte Marguerite de Montmorency	 	Heiress of one of France's leading ducal families, and Princess of Condé by her marriage to Henry II, Prince of Condé	11 May 1594	Pézenas	2 december 1650	Châtillon-sur-Loire	43.45953	3.42384
Charlotte Of Cyprus	 	Queen of cyprus	28 June 1444	Nicosia, Cyprus	16 July 1487	Rome, Italy	35.16667	33.36667
Charpentier, Marc-Antoine	 	French composer	1643	Paris	24 February 1704	Paris	48.86694	2.78207
Chaucer, Geoffrey	 	English author and poet	1343	London, England	25 October 1400		51.53223	-0.04905
Chaucer, Thomas	 	Speaker of the British House of Commons	1367	Oxfordshire, England	18 November 1434	Ewelme, Oxfordshire, England	51.83333	-1.25
Chen, Youliang	 		1320	 	23 August 1363	 	1320	23 August 1363
Cheney, Thomas Sir	Cheyne, Thomas 	Lord Warden of the Cinque Ports in South-East England	c 1485	Shurland House, Eastchurch on the Isle of Sheppey, Kent, England	16 December 1558	Tower of London	42.56667	1.48333
Cheselden, William	 	English surgeon and teacher of anatomy and surgery	19 October 1688	Somerby, Leicestershire, England	10 April 1752	Bath, Somerset, England	52.89461	-0.5682
Chester, Alphonso, Earl Of	 	English noble	24 November 1273	Bayonne, Gascony	19 August 1284	Windsor, Berkshire|Windsor, Berkshire	43.48333	-1.48333
Chester, Ranulf de Gernon, 2nd Earl of	 	English noble	1099	Guernon castle, Calvados, France	16 December 1153	Cheshire, England	49.16667	-0.5
Chester, Ranulph de Blondeville, 4th Earl of	 	English noble	1172	Montgomeryshire, Powys	1232	Wallingford, Oxfordshire|Wallingford, Berkshire, England	51.43486	-3.21398
Chikamatsu Monzaemon	近松門左衛門; Nobumori, Sugimori; 杉森信盛	Japanese playwright	1653	Echizen now in Fukui prefecture; ?, Japan	6 January 1725	Osaka, Japan	41.5	135
Chikamatsu Shigenori	 	Military writer	1695	Owari Province, Japan	1778		41.5	135
